17:48:25.910994 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 3574583819:3574586715, ack 2860355411, win 58, options [nop,nop,TS val 27836492 ecr 27836491], length 2896
17:48:38.722332 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8155136:8158032, ack 1, win 58, options [nop,nop,TS val 27839689 ecr 27839688], length 2896
17:48:38.725360 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8158032:8160928, ack 1, win 58, options [nop,nop,TS val 27839690 ecr 27839689], length 2896
17:48:38.728388 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8160928:8163824, ack 1, win 58, options [nop,nop,TS val 27839690 ecr 27839690], length 2896
17:48:38.731416 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8163824:8166720, ack 1, win 58, options [nop,nop,TS val 27839691 ecr 27839690], length 2896
17:48:38.734444 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8166720:8169616, ack 1, win 58, options [nop,nop,TS val 27839692 ecr 27839691], length 2896
17:48:38.737472 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8169616:8172512, ack 1, win 58, options [nop,nop,TS val 27839693 ecr 27839692], length 2896
17:48:38.740501 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8172512:8175408, ack 1, win 58, options [nop,nop,TS val 27839693 ecr 27839693], length 2896
17:48:38.743528 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8175408:8178304, ack 1, win 58, options [nop,nop,TS val 27839694 ecr 27839693], length 2896
17:48:38.746556 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8178304:8181200, ack 1, win 58, options [nop,nop,TS val 27839695 ecr 27839694], length 2896
17:48:38.749585 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8181200:8184096, ack 1, win 58, options [nop,nop,TS val 27839696 ecr 27839695], length 2896
17:48:38.752612 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8184096:8186992, ack 1, win 58, options [nop,nop,TS val 27839696 ecr 27839696], length 2896
17:48:38.755640 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [P.], seq 8186992:8189888, ack 1, win 58, options [nop,nop,TS val 27839697 ecr 27839696], length 2896
17:48:38.758669 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8189888:8192784, ack 1, win 58, options [nop,nop,TS val 27839698 ecr 27839697], length 2896
17:48:38.761696 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8192784:8195680, ack 1, win 58, options [nop,nop,TS val 27839699 ecr 27839698], length 2896
17:48:38.764724 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8195680:8198576, ack 1, win 58, options [nop,nop,TS val 27839699 ecr 27839699], length 2896
17:48:38.767752 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8198576:8201472, ack 1, win 58, options [nop,nop,TS val 27839700 ecr 27839699], length 2896
17:48:38.770781 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8201472:8204368, ack 1, win 58, options [nop,nop,TS val 27839701 ecr 27839700], length 2896
17:48:38.773808 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8204368:8207264, ack 1, win 58, options [nop,nop,TS val 27839702 ecr 27839701], length 2896
17:48:38.776836 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8207264:8210160, ack 1, win 58, options [nop,nop,TS val 27839702 ecr 27839702], length 2896
17:48:38.779864 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8210160:8213056, ack 1, win 58, options [nop,nop,TS val 27839703 ecr 27839702], length 2896
17:48:38.782892 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8213056:8215952, ack 1, win 58, options [nop,nop,TS val 27839704 ecr 27839703], length 2896
17:48:38.785920 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8215952:8218848, ack 1, win 58, options [nop,nop,TS val 27839705 ecr 27839704], length 2896
17:48:38.788948 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8218848:8221744, ack 1, win 58, options [nop,nop,TS val 27839705 ecr 27839705], length 2896
17:48:38.791977 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8221744:8224640, ack 1, win 58, options [nop,nop,TS val 27839706 ecr 27839705], length 2896
17:48:38.795004 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8224640:8227536, ack 1, win 58, options [nop,nop,TS val 27839707 ecr 27839706], length 2896
17:48:38.798032 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8227536:8230432, ack 1, win 58, options [nop,nop,TS val 27839708 ecr 27839707], length 2896
17:48:38.801061 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8230432:8233328, ack 1, win 58, options [nop,nop,TS val 27839708 ecr 27839708], length 2896
17:48:38.804088 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8233328:8236224, ack 1, win 58, options [nop,nop,TS val 27839709 ecr 27839708], length 2896
17:48:38.807118 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8236224:8239120, ack 1, win 58, options [nop,nop,TS val 27839710 ecr 27839709], length 2896
17:48:38.810145 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8239120:8242016, ack 1, win 58, options [nop,nop,TS val 27839711 ecr 27839710], length 2896
17:48:38.813172 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8242016:8244912, ack 1, win 58, options [nop,nop,TS val 27839711 ecr 27839711], length 2896
17:48:38.816200 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8244912:8247808, ack 1, win 58, options [nop,nop,TS val 27839712 ecr 27839711], length 2896
17:48:38.819228 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8247808:8250704, ack 1, win 58, options [nop,nop,TS val 27839713 ecr 27839712], length 2896
17:48:38.822256 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8250704:8253600, ack 1, win 58, options [nop,nop,TS val 27839714 ecr 27839713], length 2896
17:48:38.825284 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8253600:8256496, ack 1, win 58, options [nop,nop,TS val 27839714 ecr 27839714], length 2896
17:48:38.828312 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8256496:8259392, ack 1, win 58, options [nop,nop,TS val 27839715 ecr 27839714], length 2896
17:48:38.831341 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8259392:8262288, ack 1, win 58, options [nop,nop,TS val 27839716 ecr 27839715], length 2896
17:48:38.834368 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8262288:8265184, ack 1, win 58, options [nop,nop,TS val 27839717 ecr 27839716], length 2896
17:48:38.837396 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8265184:8268080, ack 1, win 58, options [nop,nop,TS val 27839718 ecr 27839717], length 2896
17:48:38.840428 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8268080:8270976, ack 1, win 58, options [nop,nop,TS val 27839718 ecr 27839718], length 2896
17:48:38.843453 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8270976:8273872, ack 1, win 58, options [nop,nop,TS val 27839719 ecr 27839718], length 2896
17:48:38.846480 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8273872:8276768, ack 1, win 58, options [nop,nop,TS val 27839720 ecr 27839719], length 2896
17:48:38.849509 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8276768:8279664, ack 1, win 58, options [nop,nop,TS val 27839721 ecr 27839720], length 2896
17:48:38.852537 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8279664:8282560, ack 1, win 58, options [nop,nop,TS val 27839721 ecr 27839721], length 2896
17:48:38.855569 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8282560:8285456, ack 1, win 58, options [nop,nop,TS val 27839722 ecr 27839721], length 2896
17:48:38.858597 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8285456:8288352, ack 1, win 58, options [nop,nop,TS val 27839723 ecr 27839722], length 2896
17:48:38.861623 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8288352:8291248, ack 1, win 58, options [nop,nop,TS val 27839724 ecr 27839723], length 2896
17:48:38.864650 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8291248:8294144, ack 1, win 58, options [nop,nop,TS val 27839724 ecr 27839724], length 2896
17:48:38.867676 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8294144:8297040, ack 1, win 58, options [nop,nop,TS val 27839725 ecr 27839724], length 2896
17:48:38.870707 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8297040:8299936, ack 1, win 58, options [nop,nop,TS val 27839726 ecr 27839725], length 2896
17:48:38.873732 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8299936:8302832, ack 1, win 58, options [nop,nop,TS val 27839727 ecr 27839726], length 2896
17:48:38.876760 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8302832:8305728, ack 1, win 58, options [nop,nop,TS val 27839727 ecr 27839727], length 2896
17:48:38.879789 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8305728:8308624, ack 1, win 58, options [nop,nop,TS val 27839728 ecr 27839727], length 2896
17:48:38.882817 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8308624:8311520, ack 1, win 58, options [nop,nop,TS val 27839729 ecr 27839728], length 2896
17:48:38.885844 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8311520:8314416, ack 1, win 58, options [nop,nop,TS val 27839730 ecr 27839729], length 2896
17:48:38.888872 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8314416:8317312, ack 1, win 58, options [nop,nop,TS val 27839730 ecr 27839730], length 2896
17:48:38.891901 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8317312:8320208, ack 1, win 58, options [nop,nop,TS val 27839731 ecr 27839730], length 2896
17:48:38.894928 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8320208:8323104, ack 1, win 58, options [nop,nop,TS val 27839732 ecr 27839731], length 2896
17:48:38.897958 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8323104:8326000, ack 1, win 58, options [nop,nop,TS val 27839733 ecr 27839732], length 2896
17:48:38.900984 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8326000:8328896, ack 1, win 58, options [nop,nop,TS val 27839733 ecr 27839733], length 2896
17:48:38.904013 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8328896:8331792, ack 1, win 58, options [nop,nop,TS val 27839734 ecr 27839733], length 2896
17:48:38.907041 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8331792:8334688, ack 1, win 58, options [nop,nop,TS val 27839735 ecr 27839734], length 2896
17:48:38.910068 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8334688:8337584, ack 1, win 58, options [nop,nop,TS val 27839736 ecr 27839735], length 2896
17:48:38.913097 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8337584:8340480, ack 1, win 58, options [nop,nop,TS val 27839736 ecr 27839736], length 2896
17:48:38.916126 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8340480:8343376, ack 1, win 58, options [nop,nop,TS val 27839737 ecr 27839736], length 2896
17:48:38.919153 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [P.], seq 8343376:8346272, ack 1, win 58, options [nop,nop,TS val 27839738 ecr 27839737], length 2896
17:48:38.922181 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8346272:8349168, ack 1, win 58, options [nop,nop,TS val 27839739 ecr 27839738], length 2896
17:48:38.925208 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8349168:8352064, ack 1, win 58, options [nop,nop,TS val 27839739 ecr 27839739], length 2896
17:48:38.928237 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8352064:8354960, ack 1, win 58, options [nop,nop,TS val 27839740 ecr 27839739], length 2896
17:48:38.931265 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8354960:8357856, ack 1, win 58, options [nop,nop,TS val 27839741 ecr 27839740], length 2896
17:48:38.934292 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8357856:8360752, ack 1, win 58, options [nop,nop,TS val 27839742 ecr 27839741], length 2896
17:48:38.937320 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8360752:8363648, ack 1, win 58, options [nop,nop,TS val 27839742 ecr 27839742], length 2896
17:48:38.940348 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8363648:8366544, ack 1, win 58, options [nop,nop,TS val 27839743 ecr 27839742], length 2896
17:48:38.943376 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8366544:8369440, ack 1, win 58, options [nop,nop,TS val 27839744 ecr 27839743], length 2896
17:48:38.946404 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8369440:8372336, ack 1, win 58, options [nop,nop,TS val 27839745 ecr 27839744], length 2896
17:48:38.949432 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8372336:8375232, ack 1, win 58, options [nop,nop,TS val 27839746 ecr 27839745], length 2896
17:48:38.952460 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8375232:8378128, ack 1, win 58, options [nop,nop,TS val 27839746 ecr 27839746], length 2896
17:48:38.955488 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8378128:8381024, ack 1, win 58, options [nop,nop,TS val 27839747 ecr 27839746], length 2896
17:48:38.958516 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8381024:8383920, ack 1, win 58, options [nop,nop,TS val 27839748 ecr 27839747], length 2896
17:48:38.961545 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8383920:8386816, ack 1, win 58, options [nop,nop,TS val 27839749 ecr 27839748], length 2896
17:48:38.964572 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8386816:8389712, ack 1, win 58, options [nop,nop,TS val 27839749 ecr 27839749], length 2896
17:48:38.967601 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8389712:8392608, ack 1, win 58, options [nop,nop,TS val 27839750 ecr 27839749], length 2896
17:48:38.970629 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8392608:8395504, ack 1, win 58, options [nop,nop,TS val 27839751 ecr 27839750], length 2896
17:48:38.973656 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8395504:8398400, ack 1, win 58, options [nop,nop,TS val 27839752 ecr 27839751], length 2896
17:48:38.976684 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8398400:8401296, ack 1, win 58, options [nop,nop,TS val 27839752 ecr 27839752], length 2896
17:48:38.979712 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8401296:8404192, ack 1, win 58, options [nop,nop,TS val 27839753 ecr 27839752], length 2896
17:48:38.982740 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8404192:8407088, ack 1, win 58, options [nop,nop,TS val 27839754 ecr 27839753], length 2896
17:48:38.985768 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8407088:8409984, ack 1, win 58, options [nop,nop,TS val 27839755 ecr 27839754], length 2896
17:48:38.988796 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8409984:8412880, ack 1, win 58, options [nop,nop,TS val 27839755 ecr 27839755], length 2896
17:48:38.991824 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8412880:8415776, ack 1, win 58, options [nop,nop,TS val 27839756 ecr 27839755], length 2896
17:48:38.994852 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8415776:8418672, ack 1, win 58, options [nop,nop,TS val 27839757 ecr 27839756], length 2896
17:48:38.997881 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8418672:8421568, ack 1, win 58, options [nop,nop,TS val 27839758 ecr 27839757], length 2896
17:48:39.000909 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8421568:8424464, ack 1, win 58, options [nop,nop,TS val 27839758 ecr 27839758], length 2896
17:48:39.003936 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8424464:8427360, ack 1, win 58, options [nop,nop,TS val 27839759 ecr 27839758], length 2896
17:48:39.006965 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8427360:8430256, ack 1, win 58, options [nop,nop,TS val 27839760 ecr 27839759], length 2896
17:48:39.009993 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8430256:8433152, ack 1, win 58, options [nop,nop,TS val 27839761 ecr 27839760], length 2896
17:48:39.013022 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8433152:8436048, ack 1, win 58, options [nop,nop,TS val 27839761 ecr 27839761], length 2896
17:48:39.016052 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8436048:8438944, ack 1, win 58, options [nop,nop,TS val 27839762 ecr 27839761], length 2896
17:48:39.019078 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8438944:8441840, ack 1, win 58, options [nop,nop,TS val 27839763 ecr 27839762], length 2896
17:48:39.021768 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8441840:8444736, ack 1, win 58, options [nop,nop,TS val 27839764 ecr 27839763], length 2896
17:48:39.024459 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8444736:8447632, ack 1, win 58, options [nop,nop,TS val 27839764 ecr 27839764], length 2896
17:48:39.027151 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8447632:8450528, ack 1, win 58, options [nop,nop,TS val 27839765 ecr 27839764], length 2896
17:48:39.029842 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8450528:8453424, ack 1, win 58, options [nop,nop,TS val 27839766 ecr 27839765], length 2896
17:48:39.032534 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8453424:8456320, ack 1, win 58, options [nop,nop,TS val 27839767 ecr 27839766], length 2896
17:48:39.035225 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8456320:8459216, ack 1, win 58, options [nop,nop,TS val 27839767 ecr 27839767], length 2896
17:48:39.037917 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8459216:8462112, ack 1, win 58, options [nop,nop,TS val 27839768 ecr 27839767], length 2896
17:48:39.040610 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8462112:8465008, ack 1, win 58, options [nop,nop,TS val 27839769 ecr 27839768], length 2896
17:48:39.043300 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8465008:8467904, ack 1, win 58, options [nop,nop,TS val 27839770 ecr 27839769], length 2896
17:48:39.045992 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8467904:8470800, ack 1, win 58, options [nop,nop,TS val 27839770 ecr 27839770], length 2896
17:48:39.048683 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8470800:8473696, ack 1, win 58, options [nop,nop,TS val 27839771 ecr 27839771], length 2896
17:48:39.051375 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8473696:8476592, ack 1, win 58, options [nop,nop,TS val 27839772 ecr 27839771], length 2896
17:48:39.054067 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8476592:8479488, ack 1, win 58, options [nop,nop,TS val 27839773 ecr 27839772], length 2896
17:48:39.056758 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8479488:8482384, ack 1, win 58, options [nop,nop,TS val 27839774 ecr 27839773], length 2896
17:48:39.059449 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8482384:8485280, ack 1, win 58, options [nop,nop,TS val 27839774 ecr 27839774], length 2896
17:48:39.062141 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8485280:8488176, ack 1, win 58, options [nop,nop,TS val 27839775 ecr 27839774], length 2896
17:48:39.064834 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8488176:8491072, ack 1, win 58, options [nop,nop,TS val 27839776 ecr 27839775], length 2896
17:48:39.067524 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8491072:8493968, ack 1, win 58, options [nop,nop,TS val 27839777 ecr 27839776], length 2896
17:48:39.070216 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8493968:8496864, ack 1, win 58, options [nop,nop,TS val 27839777 ecr 27839777], length 2896
17:48:39.072907 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8496864:8499760, ack 1, win 58, options [nop,nop,TS val 27839778 ecr 27839777], length 2896
17:48:39.075599 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [P.], seq 8499760:8502656, ack 1, win 58, options [nop,nop,TS val 27839779 ecr 27839778], length 2896
17:48:39.078290 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8502656:8505552, ack 1, win 58, options [nop,nop,TS val 27839780 ecr 27839779], length 2896
17:48:39.080983 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8505552:8508448, ack 1, win 58, options [nop,nop,TS val 27839780 ecr 27839780], length 2896
17:48:39.083674 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8508448:8511344, ack 1, win 58, options [nop,nop,TS val 27839781 ecr 27839780], length 2896
17:48:39.086365 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8511344:8514240, ack 1, win 58, options [nop,nop,TS val 27839782 ecr 27839781], length 2896
17:48:39.089057 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8514240:8517136, ack 1, win 58, options [nop,nop,TS val 27839783 ecr 27839782], length 2896
17:48:39.091749 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8517136:8520032, ack 1, win 58, options [nop,nop,TS val 27839783 ecr 27839783], length 2896
17:48:39.094442 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8520032:8522928, ack 1, win 58, options [nop,nop,TS val 27839784 ecr 27839783], length 2896
17:48:39.097131 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8522928:8525824, ack 1, win 58, options [nop,nop,TS val 27839785 ecr 27839784], length 2896
17:48:39.099823 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8525824:8528720, ack 1, win 58, options [nop,nop,TS val 27839786 ecr 27839785], length 2896
17:48:39.102514 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8528720:8531616, ack 1, win 58, options [nop,nop,TS val 27839786 ecr 27839786], length 2896
17:48:39.105206 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8531616:8534512, ack 1, win 58, options [nop,nop,TS val 27839787 ecr 27839786], length 2896
17:48:39.107897 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8534512:8537408, ack 1, win 58, options [nop,nop,TS val 27839788 ecr 27839787], length 2896
17:48:39.110589 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8537408:8540304, ack 1, win 58, options [nop,nop,TS val 27839789 ecr 27839788], length 2896
